100 5000
48 51 17
15 17 6
74 89 17
39 29 20
29 21 1
43 38 6
38 25 4
6 95 4
7 25 15
9 12 20
99 97 13
73 20 4
98 46 19
5 27 13
5 90 20
29 56 12
23 18 19
86 14 4
15 51 6
13 14 20
63 92 4
69 76 17
68 37 15
8 46 13
8 18 20
81 1 15
79 62 13
10 32 10
86 2 14
78 68 15
5 8 5
12 35 16
96 34 12
63 8 18
88 43 1
36 98 5
26 67 15
70 56 20
60 35 16
87 9 9
52 70 9
88 73 20
30 21 19
21 97 15
62 20 7
8 86 19
32 19 3
14 10 18
17 2 3
68 22 13
17 38 7
81 54 18
66 54 1
71 2 2
1 67 20
32 23 3
2 75 1
21 18 9
87 51 12
21 13 3
6 15 15
54 2 3
1 46 19
51 55 2
46 52 20
99 20 15
4 15 9
65 1 13
96 4 19
48 24 2
60 67 15
67 87 17
99 10 10
8 39 20
31 45 2
47 9 7
42 61 15
26 86 10
2 49 9
90 67 12
91 76 19
81 87 14
48 9 5
66 71 14
68 23 17
65 37 4
85 29 13
25 38 14
44 51 17
0 12 4
34 13 18
73 77 12
21 37 13
13 35 20
26 33 15
26 7 14
13 15 17
18 87 8
1 82 18
42 44 13
18 39 2
9 94 16
82 67 7
10 57 10
42 22 15
36 13 19
56 84 1
35 98 13
37 30 1
69 66 5
35 17 4
46 23 15
2 73 7
58 66 10
71 27 8
11 75 17
86 64 7
6 99 18
63 37 9
97 76 8
89 54 7
70 2 9
37 96 10
86 58 9
12 17 4
58 23 17
84 85 3
23 94 18
44 45 18
24 55 4
11 41 8
14 16 1
74 64 10
58 82 12
81 64 18
49 75 14
82 77 17
3 49 5
25 16 10
21 54 12
18 56 20
70 8 2
68 85 11
66 92 1
83 54 10
9 61 4
72 94 6
66 78 1
88 94 3
98 74 9
4 14 7
32 47 16
12 92 20
67 0 3
71 61 14
46 47 4
29 31 7
84 90 17
77 18 18
83 31 12
30 16 9
62 57 3
73 34 5
86 8 18
66 18 14
49 24 5
6 52 8
0 90 16
84 39 11
86 84 6
75 94 18
54 55 12
71 32 1
64 50 17
57 28 10
34 45 7
86 13 2
58 71 8
11 68 6
39 63 4
31 38 18
23 38 9
45 98 13
35 19 4
52 49 11
51 43 15
37 34 7
72 2 12
90 19 12
29 2 11
78 97 11
9 99 10
68 99 9
69 98 20
45 5 7
56 68 20
40 19 19
71 37 19
31 61 13
56 91 9
38 44 13
89 72 3
74 15 13
10 90 15
33 21 13
46 65 2
52 64 7
75 66 13
98 10 7
69 96 14
56 33 13
13 86 8
73 10 4
26 61 4
53 94 18
87 48 6
11 51 14
40 63 18
5 60 16
92 99 11
67 39 20
99 61 1
16 53 9
54 10 10
85 86 6
14 12 2
10 91 20
10 36 1
19 23 16
27 30 3
45 41 20
6 46 16
28 2 19
59 7 10
91 68 17
68 39 8
31 33 7
2 80 7
5 97 12
57 99 13
35 64 6
12 94 14
88 10 10
67 98 2
51 93 6
22 23 20
87 41 13
99 14 11
22 33 7
26 34 20
70 64 19
74 62 13
31 67 7
71 78 5
52 38 5
61 30 2
90 44 6
7 66 2
94 4 13
81 99 11
24 37 12
94 14 8
5 57 17
30 94 6
4 99 16
87 45 4
25 99 14
50 7 12
29 5 18
54 39 5
8 56 13
29 9 4
28 50 18
40 56 14
46 41 12
27 19 4
99 13 16
98 39 9
82 12 2
8 55 14
72 71 1
97 6 11
2 86 16
82 91 17
88 83 12
64 16 2
73 70 2
51 3 18
93 42 14
42 78 2
68 34 10
63 67 17
72 50 2
79 59 9
37 86 10
2 16 16
48 59 18
96 70 18
54 15 8
64 65 12
46 96 20
77 7 2
82 24 5
68 70 3
3 28 15
9 41 15
49 95 17
83 30 17
87 4 5
94 37 18
52 96 20
75 57 6
66 67 5
95 56 4
36 75 5
90 33 18
41 38 3
52 23 7
45 72 17
7 87 7
45 56 17
58 20 10
20 23 6
46 53 6
93 45 12
41 99 1
72 21 3
78 7 18
6 91 18
91 65 6
27 76 17
78 4 2
68 20 11
59 19 19
8 71 17
43 20 4
90 72 4
0 99
