500 125000
47 405 15
34 306 1
215 349 18
180 63 16
331 159 13
495 36 19
55 275 2
126 326 10
207 449 5
289 254 3
11 294 13
191 266 2
345 412 1
458 306 17
95 354 20
184 384 8
186 254 7
132 29 19
3 145 19
365 47 5
286 392 19
415 124 6
183 385 11
420 32 14
267 110 14
330 202 19
270 418 9
46 473 6
339 436 15
350 35 15
15 415 17
96 111 17
34 172 7
381 190 1
421 342 19
441 239 10
449 183 20
53 6 2
440 115 10
225 65 12
51 312 18
17 87 19
291 14 14
330 39 3
382 96 20
457 235 2
305 455 13
2 265 5
220 194 11
454 4 12
378 204 4
257 341 9
45 237 18
167 47 20
1 357 20
439 258 15
443 459 13
289 496 12
164 319 5
242 196 14
376 69 17
258 165 9
129 408 7
427 101 19
481 146 8
358 58 6
431 270 16
2 434 11
247 317 18
492 276 14
243 82 19
473 114 14
408 102 7
341 195 8
34 218 2
312 376 18
51 156 1
396 40 17
257 65 1
293 243 15
2 291 20
332 39 1
489 425 15
105 172 7
51 377 20
124 55 20
222 395 18
41 368 11
2 295 5
211 411 11
117 322 20
40 440 19
465 84 14
108 140 20
242 444 1
241 477 19
320 463 3
240 361 13
330 151 10
474 397 5
85 451 7
15 460 11
137 485 20
350 306 3
192 94 5
150 397 1
126 284 4
268 39 13
161 307 4
429 274 11
211 147 13
356 39 16
96 47 8
213 61 16
74 262 15
195 11 1
212 248 5
239 289 8
214 313 17
144 34 3
204 62 5
408 338 2
408 46 2
380 81 2
1 403 16
94 101 12
87 206 6
95 199 20
355 422 8
82 12 12
495 23 11
36 361 12
129 111 17
436 244 6
91 10 5
239 211 11
408 69 3
451 290 1
231 266 7
96 311 6
299 168 17
5 219 5
331 411 3
14 420 7
332 82 13
185 22 20
205 92 20
48 213 7
248 337 18
89 263 6
46 466 6
167 323 16
135 7 6
345 59 14
449 497 6
481 64 16
55 397 3
485 274 17
490 293 20
494 316 2
359 432 5
425 335 13
473 296 8
14 33 17
135 404 14
139 70 11
456 62 20
248 369 11
486 220 5
397 209 1
98 316 20
395 104 14
350 2 2
346 337 12
58 492 12
23 187 12
377 231 9
100 327 5
100 415 10
265 407 12
96 352 18
215 281 5
8 68 12
499 420 5
319 439 19
361 58 9
463 278 3
335 409 18
81 99 17
349 289 7
340 181 15
475 345 10
346 89 14
212 154 7
472 191 4
145 411 11
238 336 1
418 267 1
465 120 3
331 223 20
98 400 10
46 2 15
391 144 11
20 45 18
339 124 9
190 391 13
317 270 7
299 242 7
135 433 1
309 421 7
92 372 13
382 494 5
109 329 12
254 466 17
91 142 5
72 87 4
330 208 13
460 194 15
401 372 6
89 286 3
410 132 14
325 148 15
293 94 14
61 18 9
204 162 7
49 273 17
372 443 16
494 476 13
344 203 15
125 180 20
349 440 5
12 288 14
365 444 3
360 180 15
463 304 8
173 64 4
356 402 13
413 263 3
420 116 17
424 42 2
192 212 6
416 294 13
360 184 5
441 83 8
320 205 15
34 136 17
150 393 9
426 268 5
304 277 17
316 5 8
411 438 9
75 204 11
308 257 11
197 79 6
377 335 11
47 455 10
400 381 11
478 324 13
11 338 8
278 50 20
275 381 4
14 497 7
45 402 3
28 347 11
308 13 2
217 310 1
168 45 2
495 48 19
284 291 17
195 489 13
222 100 16
291 188 12
255 240 1
420 366 9
364 492 1
441 432 11
420 359 3
83 396 17
350 275 18
468 225 18
401 451 20
63 119 18
33 133 18
389 38 20
22 170 15
77 397 16
26 216 20
388 284 2
248 273 6
354 438 10
42 151 3
22 456 1
38 223 19
329 202 19
155 17 18
470 254 8
210 486 15
391 5 13
385 250 12
36 46 16
422 394 12
467 362 15
439 287 10
386 134 8
298 316 14
148 460 10
476 121 8
42 425 7
75 418 12
201 287 14
122 174 12
184 201 9
36 491 7
97 178 13
316 57 4
2 258 18
102 360 14
434 389 12
63 361 19
400 222 20
89 99 15
214 298 12
369 44 4
173 54 3
317 401 13
331 128 19
104 192 18
184 157 6
108 374 19
293 264 14
282 182 13
45 496 18
34 223 6
405 107 11
479 121 9
336 153 17
369 175 11
58 32 3
102 175 15
392 130 6
456 7 4
80 288 13
437 68 16
408 2 19
250 375 3
417 403 16
261 324 8
412 370 7
47 344 18
137 112 19
340 164 19
307 174 19
149 400 17
39 281 5
427 374 9
7 221 5
160 438 3
12 115 20
325 379 19
211 421 6
88 125 17
372 391 3
305 339 13
382 235 15
81 270 11
486 418 20
293 456 5
129 74 14
210 282 10
159 279 14
431 108 14
444 182 18
326 23 19
316 47 19
372 85 10
336 225 15
370 473 7
52 368 7
484 168 19
273 284 5
160 209 13
115 434 20
158 422 8
406 331 19
399 43 13
146 455 12
370 307 17
351 308 7
282 267 12
421 465 2
110 298 12
409 301 9
43 453 1
142 27 18
471 233 13
191 487 17
0 21 17
318 433 14
466 109 15
284 391 5
309 225 20
127 358 11
199 238 2
391 452 6
17 323 20
49 430 17
382 112 15
413 3 6
10 87 3
441 91 9
202 474 12
312 223 14
216 180 19
479 72 1
344 194 11
103 322 7
201 353 10
456 141 12
190 335 9
236 497 18
121 132 17
242 166 9
485 229 17
273 294 6
368 104 2
404 147 10
165 398 4
208 318 11
422 152 5
355 457 8
355 312 14
342 246 4
187 467 18
165 431 14
272 24 13
93 443 8
326 275 4
481 14 20
231 249 15
329 334 4
205 487 6
351 19 19
211 423 14
289 294 18
30 343 12
295 264 9
212 363 3
287 354 5
379 16 1
322 409 20
383 147 2
63 280 20
293 412 7
402 453 15
467 36 20
285 259 18
78 363 19
250 106 15
79 194 5
437 14 17
72 363 20
395 386 4
331 497 8
360 412 9
193 357 12
28 450 4
133 28 15
366 281 18
366 328 9
94 471 8
121 404 7
369 217 20
303 184 3
424 233 5
141 255 12
150 73 18
35 376 17
288 24 17
146 46 5
35 121 16
128 387 15
43 292 18
263 59 8
185 471 5
455 213 10
478 398 3
446 71 11
209 273 19
30 267 4
9 412 20
185 414 10
60 459 18
75 251 9
461 422 5
319 134 6
66 289 7
196 203 18
375 337 11
266 173 12
364 129 9
325 495 8
356 276 11
489 363 17
4 265 19
487 112 16
179 311 2
422 473 20
413 190 13
77 452 8
336 437 11
43 462 4
258 111 16
57 451 20
55 81 3
238 117 3
213 421 5
316 55 5
12 65 20
94 173 1
61 389 5
157 146 6
163 146 7
101 420 16
264 402 1
58 8 10
487 116 3
438 309 14
6 149 1
456 293 1
386 341 4
330 293 12
441 231 13
323 46 16
385 199 7
263 2 20
92 31 9
236 352 15
132 232 13
65 440 17
320 128 14
385 231 13
403 360 17
308 245 15
470 476 13
225 469 6
456 489 15
146 90 1
432 465 19
75 58 8
183 202 4
325 228 13
97 153 2
242 499 9
123 404 15
415 436 19
66 85 3
438 291 12
84 308 17
289 168 6
81 464 20
54 23 17
496 419 19
455 122 5
191 68 18
180 234 14
294 424 19
53 403 1
244 157 13
282 83 20
51 48 16
430 389 13
174 7 6
311 416 13
201 223 20
67 191 12
257 491 12
345 447 8
139 96 16
245 387 20
386 1 14
264 467 5
250 261 15
62 258 5
427 307 2
221 105 4
414 73 11
69 18 15
178 125 8
47 279 15
38 34 16
294 309 7
293 32 20
112 462 2
493 398 11
73 204 15
40 52 15
276 379 13
28 352 1
137 481 1
395 14 9
260 276 2
439 158 14
409 435 16
2 267 7
374 175 12
493 253 1
23 212 12
87 225 10
328 234 19
163 479 15
101 182 16
448 483 16
13 50 6
173 11 7
257 99 13
99 424 19
408 454 7
12 0 4
361 340 10
308 460 17
199 303 13
112 147 14
285 18 20
160 331 12
482 354 1
325 328 15
315 86 14
169 45 7
428 488 12
413 313 11
231 223 8
37 129 1
426 432 6
430 497 12
123 153 5
220 120 15
267 145 19
447 465 7
55 430 4
84 31 3
116 61 11
462 328 16
123 370 13
104 4 14
91 146 13
105 398 15
447 248 15
136 292 4
390 301 14
2 350 8
436 14 6
95 189 13
90 42 15
136 28 10
189 451 6
31 187 17
356 29 20
124 324 17
292 211 6
380 20 5
491 49 15
96 6 14
55 329 4
62 207 12
30 219 17
356 185 3
436 367 9
92 337 14
198 416 18
18 11 14
248 87 5
431 119 9
152 58 5
422 318 11
20 155 17
133 288 12
4 333 6
134 433 12
404 238 11
296 69 16
461 485 3
433 119 16
369 61 13
187 42 18
70 38 4
34 376 16
455 403 8
417 235 10
434 335 10
414 428 2
127 71 3
5 455 5
80 313 8
75 209 2
96 197 12
464 111 18
78 438 3
57 16 12
226 268 1
230 276 11
309 162 17
430 32 10
332 265 18
495 402 14
164 466 10
443 314 5
172 352 14
377 339 12
370 117 12
227 210 18
336 469 20
293 45 11
25 105 5
43 310 13
291 209 7
8 477 11
48 215 5
40 479 8
450 391 19
96 318 4
354 37 10
374 3 6
20 276 17
38 155 19
73 41 5
267 428 18
176 357 5
175 10 15
106 154 4
459 133 8
449 381 17
127 487 15
433 21 20
400 474 5
144 458 14
235 76 5
313 214 10
6 64 9
366 196 5
249 229 2
437 428 17
212 284 8
229 262 8
309 356 3
299 141 2
159 320 18
431 161 8
150 474 19
118 266 18
242 445 19
142 18 1
230 157 16
369 320 17
225 451 12
247 253 9
221 442 3
403 212 6
430 85 18
404 333 7
244 219 19
278 440 1
277 395 7
464 335 17
452 492 1
462 286 2
347 452 19
395 254 17
227 488 17
435 78 2
261 414 12
238 354 4
38 414 16
41 423 2
494 431 13
490 140 12
385 234 6
497 354 19
386 122 20
216 175 10
475 136 2
315 116 18
152 284 11
441 140 7
268 303 20
462 176 16
392 332 19
276 24 3
185 18 14
412 142 11
329 378 7
46 295 13
175 86 5
266 374 3
146 246 7
84 420 4
312 89 4
226 324 2
499 219 7
286 22 8
242 194 20
385 383 14
430 174 12
75 28 10
406 202 13
253 310 17
330 358 12
150 187 16
161 174 18
101 392 17
446 264 7
41 133 13
377 145 19
364 49 12
412 277 2
457 175 9
459 379 8
6 407 12
110 251 6
241 292 12
36 417 19
79 396 14
333 142 3
204 237 17
427 91 2
141 161 2
233 474 10
343 398 18
164 252 3
314 153 5
142 315 9
305 2 5
25 185 5
64 391 9
236 429 19
272 302 19
483 203 4
215 417 19
30 104 7
366 125 16
78 20 10
95 214 9
272 26 17
363 485 14
417 157 15
441 422 15
9 334 7
38 477 14
411 198 17
316 405 4
454 9 9
66 244 13
265 17 11
77 474 11
416 290 11
226 184 16
443 421 4
440 175 2
185 485 5
193 216 15
53 376 4
325 8 18
96 342 9
0 79 6
424 400 5
222 177 4
343 133 1
469 335 12
480 397 4
185 391 16
437 277 5
296 399 20
0 102 10
486 144 20
428 336 15
499 334 14
482 409 8
416 67 2
55 184 20
262 133 4
291 29 6
338 112 11
182 397 19
161 457 1
166 305 2
274 277 20
51 373 13
467 163 8
185 316 5
325 288 20
206 83 13
386 294 19
186 438 8
312 126 3
23 139 2
255 123 6
364 375 15
96 437 14
424 479 3
327 139 16
260 214 2
2 371 4
314 373 10
495 89 5
454 108 2
261 443 9
76 391 17
101 2 12
455 439 15
145 245 6
93 485 18
81 155 3
73 74 20
359 218 12
46 294 17
397 22 9
472 108 2
307 449 11
151 405 12
415 454 15
341 259 12
9 78 12
485 154 12
235 350 3
319 48 19
35 114 8
132 28 9
375 421 14
410 54 9
76 439 20
191 205 9
368 277 12
20 425 8
190 197 19
288 497 19
212 476 11
364 13 19
149 251 16
345 302 5
465 464 10
219 193 16
308 223 16
302 496 16
227 189 15
159 168 9
90 95 9
176 448 1
414 257 1
96 104 6
45 395 4
81 269 3
235 187 6
271 118 8
373 272 19
449 498 8
377 259 11
176 325 18
35 422 16
424 422 18
293 83 12
228 356 16
392 402 4
314 330 18
396 98 19
489 180 9
286 206 19
317 327 5
388 51 11
465 399 16
26 445 13
154 258 18
329 403 9
335 468 20
73 496 16
348 150 18
16 157 15
428 434 1
235 387 9
214 141 3
236 419 11
143 461 9
77 262 19
473 135 9
34 368 13
136 75 12
381 425 13
204 257 4
490 359 17
165 452 2
424 236 9
326 442 14
290 59 18
198 470 20
141 40 18
303 457 17
363 160 10
369 324 9
226 160 19
253 143 18
311 406 2
220 456 14
108 22 13
369 344 13
306 79 9
332 415 15
248 309 9
197 284 12
450 296 20
420 394 3
275 248 18
323 155 16
146 429 14
285 270 6
186 148 1
356 48 14
35 468 19
483 9 11
394 27 16
487 262 6
4 346 14
329 162 2
274 307 5
244 422 11
468 131 15
376 295 11
140 144 4
482 448 11
416 233 9
250 304 20
163 156 8
343 368 13
376 493 5
283 198 10
82 439 12
78 358 17
40 42 3
83 45 2
47 172 19
297 309 18
65 391 1
451 108 17
64 23 15
471 257 15
123 408 15
313 418 11
374 235 4
178 434 7
173 137 20
465 90 2
230 7 8
117 93 15
130 89 5
161 362 11
281 167 2
431 240 16
98 362 8
385 314 4
489 369 2
252 194 4
290 6 7
418 292 3
318 13 5
196 226 6
268 21 17
413 278 6
237 317 15
348 473 19
395 303 7
112 179 18
394 11 19
249 344 4
441 478 19
170 376 10
51 275 19
427 296 19
180 254 2
317 490 17
36 387 15
292 385 9
223 336 4
353 421 18
390 42 20
17 234 12
413 54 9
272 388 13
74 140 18
18 408 4
400 369 15
370 195 18
270 241 10
197 249 15
158 200 5
329 155 6
448 225 20
12 379 20
216 253 16
446 198 14
346 115 13
404 436 12
151 122 7
401 113 18
480 338 3
344 390 8
464 324 3
419 412 17
464 309 3
317 51 13
235 248 14
295 385 2
181 423 15
41 243 2
305 139 11
249 347 13
132 122 14
225 381 18
106 417 8
316 94 7
260 462 7
154 133 3
245 425 16
405 410 2
354 20 12
34 278 8
287 163 14
392 498 11
123 7 3
21 392 12
151 358 3
425 195 9
207 201 5
287 33 12
58 409 17
302 395 8
198 21 12
474 170 7
244 448 18
82 21 1
485 151 8
36 358 11
467 23 6
291 186 6
344 56 10
106 369 6
382 408 20
84 16 13
276 486 12
187 241 6
369 294 3
410 168 9
311 93 5
415 69 1
492 363 2
463 110 12
299 146 13
274 399 3
307 364 5
104 271 8
93 234 7
448 175 5
238 331 10
482 303 8
111 261 5
159 21 2
444 178 9
287 369 17
457 161 5
432 449 17
496 152 5
372 470 6
286 208 5
255 335 1
123 393 15
322 150 1
361 210 4
40 67 14
236 159 1
322 140 9
64 317 6
452 135 10
210 130 9
440 311 14
139 214 9
410 320 18
168 405 20
51 143 16
52 124 5
171 66 10
154 311 18
371 23 10
28 166 8
461 409 4
373 295 17
351 30 8
59 226 8
13 434 20
461 168 12
398 19 6
208 198 19
178 137 15
102 440 16
83 456 3
154 403 19
221 47 10
243 209 5
286 59 9
84 196 16
336 196 1
245 320 5
344 385 4
266 34 6
265 322 20
475 13 2
499 286 20
283 430 11
431 422 8
140 208 16
487 206 5
472 211 12
297 200 20
46 312 6
7 233 12
45 160 7
52 263 3
434 346 16
174 80 6
499 326 12
387 168 13
465 305 7
366 142 11
396 153 4
253 274 8
237 379 15
103 303 5
434 166 2
133 496 11
48 64 14
430 295 5
3 124 14
67 476 17
6 63 20
261 358 17
120 388 15
0 294 7
142 100 4
317 443 10
421 397 3
41 164 13
141 227 12
23 20 16
250 24 18
282 111 4
475 56 8
173 180 19
463 308 9
363 425 15
131 228 18
107 117 3
299 367 10
443 372 15
258 288 10
44 410 8
439 69 12
289 30 18
359 241 13
347 53 11
309 271 9
54 13 9
133 469 9
481 310 3
339 145 6
495 477 8
134 412 6
44 310 7
137 261 12
294 3 10
428 206 5
382 67 4
328 331 6
120 26 12
315 294 5
151 251 1
181 203 8
126 64 8
15 176 11
83 495 13
314 285 8
87 73 19
430 279 15
353 201 5
366 77 6
299 332 4
76 12 16
13 449 5
182 258 18
357 293 5
133 275 18
391 269 15
444 343 20
357 329 19
150 273 7
197 405 11
284 143 5
419 66 16
93 366 18
356 161 18
190 176 17
356 251 12
361 466 6
378 127 2
267 357 7
490 220 5
499 441 13
337 310 9
329 69 12
210 222 11
462 341 13
463 254 4
321 307 3
247 195 14
26 20 14
201 42 1
254 15 9
238 287 18
462 259 17
245 454 14
258 167 9
59 300 6
382 145 16
333 336 7
342 79 11
318 83 17
95 250 14
223 411 4
234 432 6
401 420 10
383 371 10
171 469 17
53 240 9
382 87 4
245 101 18
247 411 14
216 55 7
283 377 12
467 216 3
31 262 5
22 122 19
29 41 7
137 14 10
226 319 20
148 169 7
92 340 10
182 149 3
275 455 17
238 383 12
206 179 9
300 460 18
299 357 2
10 340 18
162 84 3
443 409 12
161 372 20
193 277 1
149 10 6
489 168 2
418 53 6
382 273 9
218 59 9
361 184 14
247 98 15
334 457 6
197 219 20
123 470 1
393 67 5
32 10 9
260 121 4
85 157 4
65 495 2
283 315 15
255 76 10
312 185 19
77 455 1
23 490 2
331 83 5
173 492 20
376 396 4
95 10 19
312 320 12
144 180 9
152 177 1
311 259 15
410 463 6
306 3 12
213 36 15
454 419 6
361 187 12
379 23 4
260 175 10
110 441 7
392 151 11
264 257 1
221 354 2
41 107 6
451 80 2
132 123 19
174 477 1
405 445 9
265 268 3
480 142 20
92 144 9
333 15 9
459 324 13
450 362 18
42 428 3
348 54 5
177 239 1
23 340 8
269 422 11
453 174 6
164 227 3
324 90 20
130 123 5
263 423 18
299 326 4
452 79 5
28 165 14
368 73 17
147 196 8
357 184 8
131 372 2
245 445 6
462 150 7
481 182 18
67 35 7
408 282 9
56 327 1
402 361 1
241 248 15
461 155 3
248 470 18
78 278 9
68 52 14
175 2 10
405 253 6
120 288 12
369 48 11
435 351 11
66 70 13
413 480 4
52 350 14
472 66 15
478 177 16
359 148 20
303 434 11
296 420 18
170 345 18
32 254 14
235 308 13
404 366 11
279 329 15
327 54 12
290 391 12
207 395 10
412 255 18
245 405 2
20 217 3
101 66 17
358 477 15
447 301 16
413 383 15
52 355 3
187 49 10
91 82 14
70 179 12
92 333 2
114 165 17
195 178 9
55 243 2
345 118 16
454 96 18
225 145 17
345 252 8
362 417 1
357 323 6
79 310 3
250 368 15
47 215 6
42 261 2
146 304 14
141 429 17
110 202 17
276 142 20
196 417 2
408 208 1
116 64 1
150 446 18
310 26 10
380 478 4
6 235 8
16 34 12
465 46 3
41 118 5
128 474 11
253 420 16
377 125 16
336 435 8
102 35 11
248 471 10
439 234 3
463 464 1
499 191 8
477 366 12
22 113 2
336 120 20
474 452 16
270 23 5
464 104 19
73 164 18
46 129 11
273 37 19
241 79 7
138 251 4
172 87 14
412 477 3
367 165 19
475 304 11
404 91 15
483 362 16
26 426 17
384 205 15
238 201 2
375 186 15
358 85 13
189 1 16
19 413 11
27 182 19
100 41 14
53 125 7
476 128 14
219 401 5
104 305 19
97 252 6
481 462 17
101 246 6
498 365 20
123 49 16
458 58 16
441 19 17
425 56 5
169 359 6
84 415 11
220 69 9
124 83 16
1 118 8
330 43 3
256 47 3
323 111 16
157 382 10
183 445 10
247 466 3
472 101 8
355 458 16
251 29 20
239 210 19
496 357 5
461 175 14
438 411 19
367 154 15
452 322 19
270 417 11
140 418 4
387 93 7
328 231 20
370 278 14
116 339 2
214 209 8
340 263 7
42 121 11
116 247 13
457 303 3
230 183 18
106 487 7
457 58 13
111 402 4
267 378 19
323 334 9
143 442 19
87 339 8
17 256 13
358 450 13
54 41 16
154 117 2
238 274 1
491 434 5
114 101 13
214 393 16
323 66 16
444 212 8
334 324 11
426 465 16
376 442 12
420 201 15
440 386 4
88 360 20
357 42 3
368 241 8
136 191 19
479 44 7
402 299 9
120 5 16
320 89 16
377 18 11
12 469 6
202 173 16
319 4 4
169 404 13
467 152 8
212 468 15
115 256 2
360 13 18
454 291 5
346 247 8
89 329 17
65 271 10
3 324 13
403 29 4
114 438 3
422 497 3
16 194 10
194 74 19
121 200 19
216 450 3
48 142 9
197 233 5
230 240 15
421 288 19
381 459 20
52 346 10
122 298 5
333 370 4
67 428 2
445 422 6
231 25 8
70 32 1
344 486 1
387 247 7
36 208 16
490 388 17
462 73 4
55 402 10
213 468 11
496 189 2
265 191 6
412 338 6
2 19 10
129 475 7
415 392 9
198 240 11
107 264 2
26 367 11
301 261 5
29 297 15
14 184 4
320 176 4
277 482 19
484 275 9
419 62 19
332 360 16
84 300 2
20 149 11
302 456 16
364 189 16
293 493 10
455 243 11
109 213 16
20 312 19
397 402 11
254 234 17
290 56 11
104 439 1
75 467 6
348 334 1
16 370 17
264 33 11
250 499 6
177 104 14
336 264 17
11 364 3
324 128 5
110 355 14
63 460 11
158 475 12
135 454 15
154 21 13
359 74 1
499 44 12
282 385 4
276 121 6
29 400 12
41 467 9
96 222 19
487 252 4
479 79 15
319 401 20
187 383 16
292 4 5
395 247 16
123 298 6
323 50 4
273 232 3
313 144 14
331 494 19
421 357 6
467 330 9
13 89 7
491 59 18
339 340 12
250 356 17
37 41 5
387 158 1
119 84 10
366 184 7
488 42 6
105 355 10
370 411 18
218 494 18
311 209 9
278 458 14
60 414 3
18 372 15
259 199 9
159 254 5
186 114 18
249 354 18
244 304 12
185 88 3
473 244 13
3 330 5
428 472 13
419 245 6
95 33 9
215 253 10
236 448 1
430 299 4
250 49 15
309 479 14
484 366 1
411 379 13
493 357 18
272 202 13
399 206 13
338 181 13
58 13 8
319 376 1
99 178 5
102 382 5
5 13 17
450 490 6
343 159 19
380 134 13
234 140 11
91 382 17
284 267 17
467 243 20
82 470 16
84 102 2
77 465 7
3 397 7
3 496 9
111 339 3
453 111 16
418 435 20
92 498 16
238 483 5
27 307 12
90 355 14
428 28 19
190 395 1
295 374 3
67 193 10
128 409 20
372 371 1
342 239 20
315 18 1
414 390 15
210 156 7
45 197 3
244 155 12
384 331 11
226 122 15
435 223 12
46 28 11
86 143 20
294 394 2
174 83 7
16 206 8
422 491 16
90 354 1
264 134 20
407 31 13
424 4 16
438 199 7
232 252 9
13 440 19
307 68 13
487 87 16
437 358 6
326 69 2
367 352 8
319 133 14
424 473 5
209 269 13
298 260 7
378 100 9
484 231 14
96 101 9
179 209 4
216 213 18
232 318 4
3 19 20
100 82 18
186 472 13
263 205 20
257 106 13
419 328 1
438 335 1
151 108 19
343 263 6
400 20 12
386 309 8
8 97 11
342 94 12
147 41 9
310 108 15
60 294 13
453 326 16
114 462 14
39 170 5
156 178 17
295 407 15
251 273 2
488 317 4
150 26 18
226 189 7
244 284 20
354 283 3
44 488 19
480 436 17
429 195 14
67 287 18
286 134 6
431 22 1
258 421 17
346 6 1
47 356 16
470 187 15
385 213 2
275 60 14
413 315 19
275 305 16
376 253 20
154 123 17
120 218 13
272 424 11
27 17 5
204 394 14
308 334 14
198 172 17
390 334 14
93 312 5
499 126 20
366 497 18
23 270 14
97 384 6
320 133 12
291 427 2
137 163 8
496 354 3
58 200 5
279 465 3
2 426 16
124 104 4
42 448 16
260 63 19
117 456 8
29 307 8
194 123 5
259 266 9
34 219 4
191 73 16
456 78 1
216 219 7
126 220 15
73 384 9
146 474 2
276 240 5
469 279 18
438 85 1
154 464 19
486 249 7
303 279 4
266 314 3
255 285 2
319 263 11
408 122 6
37 272 3
367 231 17
284 476 14
332 497 18
73 2 15
49 405 10
209 244 1
487 418 10
287 233 7
56 320 6
194 104 9
373 403 1
224 198 18
83 29 18
55 103 19
353 339 8
147 71 5
54 446 17
370 310 15
393 74 3
378 383 16
33 420 4
160 294 14
399 82 18
106 121 16
308 325 10
44 64 6
76 131 14
348 480 11
69 115 4
105 340 13
308 156 9
183 185 3
176 367 4
48 2 18
120 485 15
452 218 9
433 213 1
356 41 3
168 18 7
81 21 13
296 43 13
453 95 3
324 217 6
485 304 9
314 291 1
379 331 12
290 484 7
83 430 15
58 41 15
257 167 11
441 309 8
177 488 3
353 291 14
370 455 15
417 267 16
265 14 7
163 96 10
165 399 18
160 39 12
444 221 14
370 366 13
439 165 12
51 189 16
357 326 19
422 246 11
147 362 18
297 461 17
176 265 15
22 384 17
478 258 13
374 386 13
142 398 6
61 101 9
91 365 8
57 102 4
366 16 6
268 359 5
134 28 1
376 300 8
83 100 17
355 158 15
331 321 7
17 278 5
142 284 20
17 105 5
5 340 10
413 259 13
93 353 8
382 117 11
27 96 9
459 293 12
166 19 16
380 488 6
190 427 10
30 2 6
174 79 8
482 416 5
118 320 5
151 243 18
22 68 18
268 241 5
492 308 6
113 236 17
467 177 6
27 270 5
74 242 12
27 350 12
252 350 15
425 192 15
303 153 12
311 246 20
374 204 6
98 184 19
12 491 1
222 472 16
149 301 14
373 260 13
397 479 13
250 276 3
495 108 18
32 88 7
148 397 1
200 335 10
95 284 13
83 41 1
389 490 10
87 479 4
486 146 6
55 110 17
488 496 14
193 212 1
23 218 14
416 154 2
318 303 4
114 458 15
297 221 17
217 125 7
386 230 14
404 92 5
441 358 19
490 161 2
213 130 2
93 107 16
123 312 15
150 455 5
433 23 15
455 406 3
395 172 13
395 206 17
417 39 6
87 209 12
243 10 15
493 302 2
67 236 15
391 134 10
86 286 3
448 203 8
105 130 20
151 484 7
94 401 14
432 443 8
363 266 5
210 46 3
157 364 9
135 396 8
384 309 17
253 294 16
5 25 19
65 88 16
200 22 9
148 100 5
176 119 8
207 227 14
90 339 14
307 151 1
23 167 3
96 120 5
433 373 12
219 415 9
258 106 9
118 201 1
358 371 12
387 392 1
278 156 17
4 277 13
38 274 11
8 449 19
55 289 13
391 408 7
300 106 11
258 326 12
103 404 20
90 98 13
44 133 3
398 431 11
381 388 6
379 37 6
47 280 3
16 463 1
375 129 11
362 467 2
34 377 17
483 260 20
468 35 4
402 240 5
430 171 1
277 328 8
179 403 20
228 266 3
113 370 9
193 371 18
444 30 8
72 365 18
145 142 17
135 378 20
297 255 9
178 217 4
436 50 2
69 324 15
196 183 12
476 163 20
232 113 12
62 390 4
390 222 14
68 397 3
132 127 5
105 218 7
393 462 11
193 418 15
173 281 19
11 6 17
362 53 17
352 401 19
196 211 18
17 60 1
141 239 1
363 12 7
15 266 10
142 330 13
312 166 19
69 121 19
45 339 12
388 189 2
87 421 15
483 395 6
10 381 11
201 450 7
166 104 4
223 322 14
122 291 3
378 314 16
310 49 6
339 329 11
409 374 13
155 429 7
11 305 16
141 125 13
393 247 13
402 244 13
291 221 3
219 342 7
172 294 19
82 479 12
466 289 19
413 214 12
204 325 10
238 249 7
134 96 9
469 282 17
246 168 13
295 396 15
225 55 7
308 232 20
380 281 2
173 0 6
444 420 3
9 42 2
353 111 2
241 51 17
465 484 8
406 385 3
147 0 1
9 25 13
112 410 15
101 330 17
297 482 4
43 74 20
276 376 15
433 333 13
468 167 16
5 494 7
113 104 5
481 257 18
11 321 19
147 395 18
437 439 7
21 351 2
223 67 19
401 120 8
254 486 2
346 71 2
353 6 10
439 453 12
128 289 15
184 455 2
123 324 19
11 394 9
463 41 11
394 263 9
173 228 2
35 360 11
230 67 12
303 487 17
161 294 20
178 477 12
121 409 16
480 211 12
299 145 8
412 377 12
383 247 5
320 353 2
114 375 18
320 173 8
411 425 2
295 41 13
242 342 19
406 418 11
55 236 6
55 76 15
89 291 2
36 268 12
4 286 6
142 323 8
490 40 9
338 306 1
161 26 19
116 228 17
305 251 15
345 264 6
84 348 20
208 384 20
25 108 10
228 498 2
273 63 4
462 389 17
431 210 11
324 123 3
232 90 10
19 451 5
424 75 12
259 239 5
388 340 12
217 165 8
445 32 1
374 340 15
112 155 20
65 190 20
474 61 7
403 248 4
160 262 12
474 451 20
396 337 3
186 246 14
88 316 14
232 246 15
71 394 2
264 397 19
269 219 19
397 145 6
184 113 7
89 75 9
12 92 8
482 476 12
176 120 13
305 134 6
364 496 1
453 400 1
497 157 2
16 4 1
144 378 1
267 494 14
36 447 8
353 48 8
217 256 18
483 489 18
270 436 16
160 489 16
370 225 12
492 471 10
478 366 18
95 435 15
197 365 13
3 69 7
379 340 12
359 486 9
243 197 14
433 450 13
283 420 18
191 45 6
205 427 10
171 432 4
38 351 13
390 63 9
109 437 2
463 458 14
295 9 13
247 393 17
485 400 13
309 369 3
439 184 9
220 133 10
35 446 15
128 178 20
272 348 11
56 162 14
473 487 10
54 281 8
475 392 11
323 154 19
270 323 8
281 350 12
138 132 5
457 441 13
63 260 16
239 373 14
56 316 3
478 134 8
16 430 4
